0	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Ibuprofen	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Acetylsalicylic-acid	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol	Paracetamol
Acetylsalicylic-acid	513363.4957906827	411725.55877483496	837305.7145588461	236222.78723150314	792561.9808988895	474843.87372318486	398427.3415961944	387049.540121637	452130.4286465909	151808.0467441026	432050.2597703532	673123.7897525914	340801.7209693785	556933.8395142452	616636.6997296861	356516.12320869847	124836.30126867574	236874.71684497205	216546.80017566617	220974.27375534008	213925.74260462404	183255.32053896837	183745.51547681383	163412.4670221952	227650.26258906466	198788.31943102187	203302.08666250817	161136.98386433336	156788.38786629442	158562.28676782746	127350.11071913838	200481.8413552214	163989.58097760368	169744.9783684632	196423.12841572438	239838.20557946965	160441.31540753445	221193.42511926073	161226.77693996736	163463.36140658552	164752.10539615183	254452.97967263026	243641.39184184207	229063.79577161476	192871.00435542423	166804.2971523514	205645.1094345306	191428.23279205675	196133.05684730955	175351.23775311784	80069.34563607967	36126.25999380504	41449.20877942062	46715.66695606517	112895.8738795177	190054.94864020235	137583.9015464021	116900.91219173605	262825.9796015795	174447.1981420164	326830.738700309	249586.68572758438	25748.45297411086	50809.895375900946	18497.138198110548	45823.273091083334	0.0	64308.940942686975	66827.39605289133	37309.225545701185	104130.59959545995	114837.84487955182	45206.970463856545	93721.85249871016	31349.751813212162	60806.55291931945	20103.091737342296	61872.852381395875	273447.7650283327	208529.67210365992	358027.56993284746	311286.8747733032	97416.74099321957	43230.25469008949	82553.0349018739	55791.81897321507	57105.94904946415	62859.95274473254	66708.09216631817	89689.06780120979	110097.10235128802	146419.72130853852	89031.59490579736	44600.92566617875	31424.000707261963	22758.397960533155	28637.41930097753	29201.706509038122	51022.93614003419	22459.88027016172	257993.0333215886	245877.94736562282	214368.56309855304	219991.65167982635	276354.61547117325	193437.47862632517	225684.22242310146	189551.98845047745	209150.19379503318	226940.75037483426	309276.5972310705	266519.15251910174	302710.5133216218	338492.3891368017	324765.89926351595	265300.16995582543	265051.9932981824	231288.49029515072	267005.4215334773	219023.68772797793	261408.44376064037	262938.6749470875	269815.4427099201	252678.47245903243	270385.52434093074	286779.85576738144	226480.77792514756	179112.99310080777	178568.9123397742	258013.00251590103	179147.40931582014	203903.70918377157	272758.93113023846	225011.84677558637	227677.99060800747	231395.61907406547	190471.0977083664	202394.8079174958	216189.1807609021	212129.98351532783	245146.48188766648	178036.8681798239	253596.172027655	256880.12808238016	262071.55120296843	304637.7394997214	343000.24950228527	302147.9221469178	236144.40522146632	207532.63351920052
Acetylsalicylic-acid	518845.52822767966	422033.9375174937	835937.8273278752	263650.96315145504	791791.4287650379	481988.7554380807	409076.05948908796	398807.1041806552	460175.74060045776	199845.12601159327	441011.8613658817	674621.8402796049	355670.3893425485	561243.3795903788	619397.0567553015	370093.20838398254	185272.1235321644	264518.61052779556	249811.86114664355	253157.48929034272	247861.2026854345	224887.92729533056	225555.9064435021	211887.52459248275	259061.25085616362	236182.12765689974	239805.92481896686	216199.93467606878	210374.15739082036	215959.12732928176	189732.66307894056	236888.05146927512	210067.46120349073	214141.21587377816	231589.87155350746	266084.2189646536	208132.38521650113	251773.29259891715	208612.49337021963	210384.1507813029	210283.31574295383	281658.4202386821	271041.61261127377	259768.91206422288	231834.14972449612	215417.40128805744	241993.08350126454	230716.84340064987	234412.96839586322	220202.87469365261	19020.02028022055	32152.08123667891	89128.97042415556	20923.494907400138	146347.92481285834	163916.45174405165	116042.08361443701	145690.81740751534	275181.71483646927	191448.75816633023	340959.8781742508	246117.73499569265	47170.41675234598	15976.551290563295	50312.16591650571	32243.24739678061	64308.940942686975	0.0	7423.593034373582	87475.36669651626	83502.52275266896	64441.92023605441	36307.250414070215	138615.49698096502	36427.847969925424	15255.775240871902	50477.3322746953	10541.89836794113	287440.39996305323	221890.03452437886	368677.03629793646	320302.87346865924	36100.92212104838	36761.18736194465	28544.882590054556	19255.501201215196	37043.86886422637	5824.415232450381	6488.518703063126	92674.10017539958	102321.00885976455	151081.3205941754	111812.71270539847	40111.30237364523	38816.305673518196	67831.85905737802	84978.72801619246	63023.17966216875	21101.595907418945	66675.69998552691	279100.2979773766	270248.04129801545	244778.48417878657	249144.57825407322	295623.5881757573	227931.7125901965	253360.13258227913	226021.88614530241	240357.36515565697	254791.6139427491	324241.8223382668	287223.76140352676	318316.9427704249	350433.36149395077	338078.36575127096	286186.194086088	285981.0197313974	257175.9889094233	287356.2343383556	248725.13445769984	282345.16218145116	283698.0664421595	289837.9633427268	274923.1112034056	290343.89245839114	304406.8078752673	254079.65242956797	217426.75030000324	218323.81677522027	279678.036367106	218762.06444724358	236002.12186692312	292333.54747893725	252412.34017046407	255402.35572764353	257821.53084938417	226690.09144552395	234851.66127943408	245753.7245408096	242713.53676569246	269524.1499165709	217641.49989726223	275937.7809373882	279096.4419046755	283483.3007667999	320220.7526348818	354387.31062426575	317880.90373086266	261126.61462671694	239503.91863969338
Acetylsalicylic-acid	517735.10630968405	421154.86649566394	834502.0542966981	263745.99947826716	790378.8589452268	480948.8512762348	408204.5230552452	398014.03151889006	459172.4548527051	201228.4249532197	440061.28850783943	673319.1262680724	355039.89658662287	560064.7250407665	618151.7909483964	369391.10437322385	187558.96823376257	264667.7665854524	250924.2199049944	254157.3448894797	248969.55424414857	226444.35645904252	227174.64556888837	213929.43744344765	260049.2743409988	237482.62625455373	241083.48545447917	218943.0845288343	212833.64667343712	218940.5955783457	192368.70773178982	238110.46161500347	211782.53649066552	215739.0468003416	232534.16636169818	266485.4031624431	210005.30734029072	252516.85899800848	210422.5451411996	212204.62848163795	212014.31302529227	282455.0644907787	271709.0115097397	260687.55565578863	233258.22067146958	217518.72589512853	243304.59356220547	232167.8492841329	235805.35824802614	222027.63812333904	15291.27650132584	35070.427786526896	92084.29538889899	24073.675955283587	146933.07208831495	161653.9263501509	114069.26942415298	145976.63802721986	274519.08422282746	190971.42007800515	340425.1640440816	244776.53315387486	49870.45159220036	17529.12259983365	52760.07803131074	34853.80370303931	66827.39605289133	7423.593034373582	0.0	90372.62508221171	81919.5254031662	61167.91138260321	37067.864569597186	140058.4588110978	39125.347782224264	19032.434205849746	53298.76037029388	11696.686487206534	286822.50231332995	221286.77218421796	367818.42110202956	319392.308322884	33682.709512300215	39251.81512210611	25547.82105151043	22221.23348714015	36867.67868513016	5296.819487201724	4407.18749771325	92079.36800032892	101083.7618553049	150165.8419480943	111997.08874975274	42246.098251199466	41257.242244725916	70587.71338129607	87007.48609602502	64673.048673384816	25205.95687253314	69604.50980231102	279179.30149165535	271061.3496987311	245940.49732213755	250242.59560878904	296120.10357010557	229225.52487966954	254323.02134582706	227564.36138995917	241542.47991790183	255818.49857681297	324401.41984282364	287744.6749172085	318496.3418139528	350436.1196073117	338156.7180061195	286743.409146714	286555.026933938	257918.89567722636	287840.6750315179	249895.44801772753	282815.4506714058	284134.9915464478	290320.75721639313	275437.13352113595	290822.7014595148	304737.1670914295	255039.40120975414	218965.0075121136	220035.10524086826	280161.9144408542	220452.8388489928	237199.38345056924	292805.20082833257	253324.69853271317	256412.58429973773	258691.03737941931	228204.30324172246	236071.7180218967	246817.27316891734	243854.35152803676	270334.57925246994	219290.5414245449	276550.35661906155	279755.157915578	284099.04921797954	320486.7105181901	354366.8067936387	318112.2777065514	261856.09107101182	240783.09201191177
Acetylsalicylic-acid	545212.1701427893	442440.5197754937	870642.2105734593	261800.51934398446	825771.0246209481	506390.96743541956	428937.2137350989	417493.8532034575	483418.43650079134	166664.26405323847	463062.4884276314	705954.4657531749	370246.6838072284	589123.8982045964	649158.6582556993	386196.8893812838	122124.49997943747	262598.1158974327	216415.6979728595	223189.78492982176	214483.55328532754	177187.10992727432	176062.8149358064	149781.63188221716	229003.8050403308	196862.21258659614	201324.3031435349	133682.86560773005	134852.07536670557	130274.52000757011	112168.52064605644	199116.9821064492	157454.60681653616	164389.56783132564	201933.89513343235	251616.93913824638	150771.62609728673	228220.4814315093	153005.6027906492	154246.75572289995	156170.08740165597	258480.35522046924	250363.5293382606	232993.75978253176	189151.11073247783	151372.53927489606	202725.78998198523	187683.08431979144	193130.434511731	164722.8000904987	102232.67436436348	57481.47543965799	6323.078236112538	68233.4899411572	139962.73192175128	226189.40173719474	173939.05867346175	146309.36641192864	294516.49082489416	204825.2836341257	357414.15538211394	284738.3984730196	41716.39853271135	74787.42432581827	40281.70732677547	58962.00570028131	37309.225545701185	87475.36669651626	90372.62508221171	0.0	140483.71191134577	145034.2009394335	79212.04020197938	116241.37274787316	53453.71206689013	78469.39916636291	39603.216018904284	82800.18652267623	299814.99287795817	235204.5335681692	386577.45284584287	340458.86054997874	121151.91034457536	54548.80855756618	110962.74308446974	72710.07061033568	90839.29993477493	86919.85347048163	90784.60966171522	125538.39111072745	146334.77280779835	181196.37580219426	121721.70995311406	53712.87778363767	50663.33085467242	21355.715179080278	53138.70799633727	64874.985298957894	69159.5383994861	21883.387802851725	280375.88928334473	253103.19088310978	218660.49999358	224862.92385909686	286921.43009824166	198525.71814409844	232765.43243497305	189339.97211315428	213773.9804334477	232215.67538930842	323241.68809899816	277233.32486827776	316724.9753588113	353179.30047778855	338966.0123647208	275467.9796038546	274856.00177922234	241717.3737856054	278698.6714579566	222404.61246165427	274147.3967548484	275891.5499796071	281102.81569064705	265156.98757470085	281598.12570040283	299295.39536280895	233301.94200983417	180450.88227589807	176618.25205343295	271379.3416694913	177532.3578530125	208828.63666690906	283657.2284173456	232881.59860109165	233119.43283240055	239506.18404043367	190968.06586398176	207085.06404572006	222432.36728594627	217080.2712712541	252368.0351372177	177507.51528845192	263810.09318466194	265981.02977697435	271338.41600287636	316798.95801668946	357947.66754738067	315422.9949729726	246108.4014559439	210273.83021917596
Acetylsalicylic-acid	439847.3676203145	344997.9581659871	754940.8154029628	201204.54876157758	710885.4702866143	403084.7288086337	332255.1185357118	322149.6909744601	381541.85802548577	170452.80754358243	363389.16785837186	594400.6262218597	281802.4902159667	481584.804700117	539357.7733367991	295687.6248161737	189054.17841520868	201632.99141223784	250711.70696090386	249125.60130494428	247108.63603413364	236060.32257012196	239604.43762883428	234131.9519730061	256685.08726714124	240136.5317791111	243909.3309200369	254915.4199521567	242478.5689239063	254989.4941579847	210126.01541687985	240170.91082820584	221756.45327011347	224003.65093587217	221533.4191428236	241009.04739032115	224752.3714744965	237795.39094280204	222795.58344814638	226313.03698477003	225982.14516266275	273479.22669473453	257292.2003994679	252190.77282198498	239193.9496128191	240162.18737361612	247986.34063740307	238135.78693421956	240450.30532224313	238545.5190851515	84877.9325913397	95509.36018218318	144219.23685822892	91393.19118129094	105060.63102251956	89694.82757796018	38378.83043241416	96319.26729107738	197843.22287786374	126268.82571929619	263026.6849004491	163774.29403502235	106677.8273057248	85209.9732153461	103838.92440790203	105992.17413304625	104130.59959545995	83502.52275266896	81919.5254031662	140483.71191134577	0.0	57465.04669683992	64529.3416548627	112993.86447068707	96417.57637858363	97045.84325400027	104809.21561394309	89002.11343074957	225117.47372902895	165071.24945995296	297329.04034932423	249780.6519142746	82414.51210927595	108862.29497479832	62892.80513890279	98883.95204576929	56870.2753236698	81491.50117846657	80744.54696572405	39835.22382063392	30967.739191939698	76325.92448480403	68538.1597255135	112052.63190835818	100250.11355524736	122295.67535992428	102451.46526882862	78436.5878680989	97315.79772822082	121383.60167839819	232575.58393535696	263718.7839447885	244254.65649086074	247484.11502723978	281528.462233342	225380.37618648162	247013.2509698419	233677.12330440056	239043.4207889645	252319.78691671178	301782.1279629395	272657.2317092475	295677.2179044062	326182.5232602906	315017.92248976865	272927.29798882385	273635.0085758583	243102.99187274522	270873.92102312105	250105.8675566348	262865.0247136544	263564.1995981621	273895.9920019642	255951.09408982805	274562.21889435215	285486.61843629373	248292.92583045948	222040.51117816308	228482.56772603013	259042.79305509434	228337.5921484676	234080.37419431386	277507.49112832954	244487.4472721042	252597.28782112838	249317.7543583689	233060.55411235953	233297.2202568002	241085.37882298062	240766.30881896062	262923.26100124716	225289.34452279354	262673.0770284424	268390.360445844	272430.62471003545	302299.52244264266	329514.1431183493	297193.0682043072	248291.63281530485	242002.71703950103
Acetylsalicylic-acid	480623.11194395344	388982.96385606664	790845.6388268174	251553.21527637055	747245.0685601401	445306.6604720845	376560.10879081464	367280.4050124509	424472.72608754295	214820.82245835385	406545.3964227003	632231.411393162	328129.08194896387	521623.0689792002	578210.0234534858	341176.1327298261	220746.48336057263	252418.9197097985	271759.8232897575	272020.6335105483	269320.2676355791	256258.0804415737	258471.69020827033	251992.69741498443	278379.0841518633	261826.6709987925	265094.9372957358	268218.7859788919	257959.88525516834	269290.5815291253	234516.19877806486	261675.16099030094	243588.50844407655	245992.69413470404	248936.76466950405	270939.95865135913	244878.80903401988	264683.1397449604	243976.2796438823	246453.39441484679	245578.71088440233	295663.26330618083	282305.43119074043	275952.1756082022	259968.15607195054	256962.75933062725	268147.13953350275	259013.43054222115	261529.24531939047	256750.59047656803	54010.70981842399	90830.82412452275	147523.2538183049	81675.07196758376	153445.26205002217	111495.0583022853	76067.29409812072	147313.64302568877	248025.6304550601	176246.3636328987	312906.48921489314	207349.2694323278	105886.67548128984	74966.82946310326	106393.86581264905	94839.65420118326	114837.84487955182	64441.92023605441	61167.91138260321	145034.2009394335	57465.04669683992	0.0	72618.44855696116	156952.30811284686	94137.03841968895	77914.75739620841	106846.35497339151	69749.07190887922	266701.808427446	205548.3673780941	339794.2868983233	291754.93180772476	40023.879360701634	98800.05347463129	36958.41768920848	82566.29201399314	63673.18518246127	63546.25948039737	60259.80239405039	87975.65663312777	81930.16394362944	129103.77570710321	116245.07646859704	101991.00356972674	97553.70014966131	125640.49862854734	125394.30192843675	99484.62763874626	84417.17664640305	124489.63264452985	270542.7122478934	284155.07337797846	265259.2558854566	268354.84618126455	302433.7871944536	249505.39695451484	269292.1461551747	253901.97731713316	260866.08157163725	272842.26051943767	323795.38507951284	294677.5264042718	318213.28885711206	346969.2690768163	336188.67431646166	294456.5743345355	294764.1278244012	268114.00711150805	293558.9810590541	269826.08717818727	287400.2154004063	288321.61773933977	296161.8446987556	281094.2415215755	296706.74235578126	307621.5765584721	270263.0170118733	244628.98024046546	249043.14409666054	284490.1262970477	249116.01521995725	256684.30348161142	298973.0714655256	267403.78391290596	273210.7424108719	271908.207882826	253762.88490539737	255914.88284564466	263621.9771996069	262558.1544334379	283421.3900557621	246987.92931303335	285142.96445702465	289542.3871134934	293249.8069019486	322614.70313626423	350226.91009959514	318903.72995639296	272175.3932704789	262401.4743800098
Acetylsalicylic-acid	493406.51856213907	394835.88597371697	813096.1082587728	231781.14590013566	768702.9680800311	455776.0117600305	381690.2487705316	370992.6655387271	433571.8605219786	167445.80663977106	414268.65826686623	650755.5324199016	327051.80511816475	536193.8488903801	594975.8551900069	341959.4979500059	158666.47471208117	232467.41075130829	232680.48640038556	234994.8237431623	229957.8154990606	207544.7853312629	209099.5955355725	195700.86902515264	241769.83847885148	218260.60602671772	222312.47024697045	203739.7123291149	195957.18738339684	202909.8910945615	168270.2876930828	219115.08787717018	191113.97087876676	195229.563486143	210126.03550864433	244303.28594384476	190241.74634248894	231258.90118287355	190023.0790719642	192553.8608404932	192813.04681444366	264618.0947198807	252122.65610993793	241280.39869562534	214373.7810895028	200114.22506191328	225215.38107869102	213150.13773002807	216839.24441025464	204057.51211295914	48949.96300499105	32364.788830764835	82306.84566887506	31562.80517840582	112570.54851976165	151788.2349648021	99611.11189526	111742.31291977098	245830.60937468716	161169.94468138306	311244.8176076674	222093.81269013326	42703.56522633678	28243.844373420572	40355.72854676278	44577.99499259698	45206.970463856545	36307.250414070215	37067.864569597186	79212.04020197938	64529.3416548627	72618.44855696116	0.0	104681.824291087	32476.95992038047	43407.52966168427	41535.26816453699	38106.65789871896	261089.38951966248	195969.45078317693	342192.51794213726	294362.2516929949	62517.39671339497	46507.90860133356	42521.76707628692	42225.70809613501	17861.37441744056	33759.71341895542	36448.35766437216	63519.72125938527	78120.5066894091	122824.49727212399	78393.70444257621	49939.69491656912	36683.076305157345	59640.77093205621	57320.08386577957	31332.31255620948	38844.65452092473	58630.58653663627	254372.2065880359	255111.87823238614	228705.23406829668	233280.97979243388	280679.4657717947	209412.1438093548	236745.47280685228	209886.457532329	223671.65263363128	239270.43149995105	308968.57988768036	271426.05794775864	302667.25670769246	336133.49639028835	323441.3603760966	270678.6950022663	270723.3426924616	239020.60533851484	271254.48466023593	233566.99820728687	265027.83767227165	266235.3461153687	273968.41416165145	257076.59779277843	274547.1062465964	288828.7595330491	237668.67660674165	199475.86287360676	201660.8552389631	261794.81790503484	201949.53202736098	218702.64822223803	276983.03338773316	235409.50719195692	239838.6194182247	241137.94645797653	210269.00059121853	217512.29977401267	228778.71999172028	226100.09185270395	254341.82043203208	200185.540426875	259711.6144474098	263709.6821008286	268372.79263585934	305928.4688513641	340185.9986265013	302729.26910502074	243758.25172838755	223676.64835960572
Acetylsalicylic-acid	439892.97108021553	335966.2226582605	766318.9486049059	152899.85287183887	721351.6193071865	400119.4658785169	322662.71420931193	310217.29012580856	376942.6386817754	71671.13104779068	357045.8298383834	601158.558781358	263458.0565397843	483656.7570568925	544034.7243990874	280098.2361463028	88260.28807332092	152541.91809787758	202054.50176427624	201529.49773179635	196973.41298695625	175564.31483279847	179486.47398779105	165734.79367727804	210608.0379547278	185007.97304705542	190268.90592669108	180168.79620319506	168854.17905182435	176456.76224143064	118294.01210263683	186799.60866208994	154406.9982932121	158922.9107977197	167933.41531788738	202049.53784017893	156333.27555594163	191901.6880841331	154024.42342855895	158858.11795552008	161073.59012459737	233702.76887262176	217011.23379986556	206558.52908430118	182122.1230130487	171915.54397040413	194869.33020039325	180510.51091124868	184148.73953394318	174517.1220245865	151480.6439648314	121263.55924435839	120847.87281483276	128459.10835016714	44075.96954157671	175436.46963308394	131712.69568056057	47545.25012606419	187020.5313074476	108946.32804188503	245873.05133743305	193263.88200315626	117089.39523428248	128658.1642444815	110041.12138491674	134535.1576962321	93721.85249871016	138615.49698096502	140058.4588110978	116241.37274787316	112993.86447068707	156952.30811284686	104681.824291087	0.0	117719.85973454108	142786.1813390918	110754.99436246653	139822.48492914156	210568.99411489806	155246.86038174812	288392.3198905791	245677.8094860017	161559.0543106452	133366.89375980824	140508.6317966979	139914.4991491947	109757.42675550478	136673.89736932205	139217.08883330383	81880.90681691315	100424.832930207	100497.65834814278	51896.11779064016	135194.3578875611	119480.73620638603	113036.23891947218	67310.67630019777	77948.31429216413	134817.99719043457	112807.18804668439	202173.82525367723	230027.32675575276	200903.112145164	206110.35002434006	256149.66869920024	174671.8289921991	207683.7356980803	181452.66156576484	194236.93445472728	213065.75864878632	283847.52759663045	244926.36138425375	276666.37438461866	313419.7401322227	299906.73372718715	244899.8900156552	245556.57024011793	206319.90872579403	243619.15065129843	208107.99724938202	234507.52963781374	235581.29534680827	247266.88016958523	225373.82041883198	248060.73662506524	262960.98591005837	209166.3425740622	166301.85920860892	171331.14763924282	229256.73844770706	171323.16903197896	187752.4710944438	251728.26107300696	205573.0537137344	213537.14665156015	211978.38747145876	180988.54095058082	186367.8938379946	198680.71015294865	196985.70549814828	229225.4401087499	167926.2333740323	232191.5715262508	238168.45246020728	243571.78707867628	283221.04122103995	317684.67861104006	277900.8397888532	213217.42985945148	196401.1366372423
Acetylsalicylic-acid	522425.0373196521	422727.59011271014	843504.1887322959	253899.00857720996	798999.6124065403	484529.5334713974	409349.5295479886	398606.2601773322	462067.9415520407	177844.93134467915	442451.16654510074	680722.3422417402	353549.96342174883	565570.7694638841	624666.5303640252	368712.70295419707	154616.20572111313	254768.67251811724	230294.30807045556	234668.6571763469	228204.14758546793	200390.98538344968	200681.86854723567	183225.9334811806	240737.8249370047	214401.72628540106	218414.79092721725	183034.19149127408	178472.19450374242	182158.3320219551	156148.18830775714	215639.04795006392	183629.40742359313	188623.1927470747	212405.58239300107	252593.78249076093	180479.64267348833	235102.99164800104	181343.33611991373	183112.68839550696	183668.80637293527	266069.56122655235	255853.08307010884	242503.38911151292	209040.7180725802	186441.60899343257	220547.47490962115	207800.85912594333	212107.5922007035	193566.48086433875	51936.42116511303	6808.763434721464	55492.19510714995	16660.57279867651	131715.44859184112	182763.74281388544	131057.2945029769	133623.39187922896	273969.06382002356	186463.20736566227	339079.1345973679	253059.2524090951	13597.651073990686	23012.56343217765	15716.846869840016	17928.977476978427	31349.751813212162	36427.847969925424	39125.347782224264	53453.71206689013	96417.57637858363	94137.03841968895	32476.95992038047	117719.85973454108	0.0	30918.266205594366	15077.213211001543	32247.88676611228	283622.794371926	217595.4215727208	367610.91901303723	319899.7783443123	71253.58359219544	17456.923246093524	59222.4096053175	25978.774167962612	44082.48469052079	35378.12882954662	39596.697996171366	92482.11665581627	108825.57339063271	152184.315728987	101709.95442856116	21602.161775850123	7327.9701746117935	33627.67680884299	55768.93798208814	40996.652202954305	21241.396968655332	32102.350209603013	272697.35199622385	258661.22778727018	229523.19434180134	234624.38739057793	287421.9643898327	210831.91986765177	240080.05720315457	206823.72564287687	224751.50093289706	240997.94305160118	319048.1839793791	278274.6114054066	312769.8724202672	346980.3133945931	333787.1972069481	277009.09038726456	276706.6624618024	245424.6076328128	279000.28293025086	233607.09156610988	273761.8728872776	275189.829772395	281363.0554612312	265526.3399786917	281871.9914123963	297444.91460959654	240771.79247202087	197629.20319816098	197228.79786050535	271117.0017136448	197792.06235923624	220002.03118550967	284006.77767866733	239424.58058112982	241719.0494066824	245421.38707455783	207802.47264967745	218608.25980129407	231319.8632838088	227474.28364200477	257882.45414926938	196892.44856187372	266016.03042935237	269010.6234030734	273845.76772073685	314258.4245400431	351290.6924731992	312121.453300907	249743.83710131876	223123.46276933036
Acetylsalicylic-acid	531098.4018961078	433632.83503159625	849098.8084049756	272212.82835445175	804878.1865715825	494092.99140832777	420562.66724054306	410237.99709285883	472140.88174961077	203297.41008039805	452773.6239286468	687459.9803097055	366476.9711289373	573716.728909807	632069.0281026827	381052.8114581106	183169.55962578935	273145.5817714127	248281.5017153112	252486.21587664922	246606.46875341717	221450.5138155026	221590.3692779764	206326.2538851757	258108.18779391728	234071.01132724658	237671.25075511308	207305.73021486984	202830.80007461767	207021.43016582826	184529.18968879362	234927.95397936343	206537.7907683724	210953.415021611	231978.97352693422	269009.5866327628	203680.52297092637	252833.62979030272	204607.6441549534	206056.3255415131	206053.51141563882	281761.0959318728	272089.5205537692	259740.67631472362	229120.4589163963	209370.1229031494	239541.39206256188	227987.71561608318	231937.94647487058	215418.61600131117	27508.86285690486	26550.597854097377	79412.78522284677	16055.297036180908	153017.24461808204	178442.04752198985	130111.3894441221	153459.43092781873	286598.9522004226	201313.64175820287	352309.677999115	259244.52109383166	39981.05360430114	17990.944871240095	44726.75242972602	21640.279342235874	60806.55291931945	15255.775240871902	19032.434205849746	78469.39916636291	97045.84325400027	77914.75739620841	43407.52966168427	142786.1813390918	30918.266205594366	0.0	44258.3200812005	10953.320621619725	296484.73846122297	230464.91462222606	379135.0155645216	330795.62920362153	46365.89311562971	25988.358952808067	42983.92392139182	8165.434197273283	47433.729626817236	17326.818983298686	19679.350298726833	103603.79138641589	114929.55739547596	162777.00029973517	120038.75296453241	29657.148196176913	32684.73773491229	59888.92796352261	84650.23683812114	65752.96959004969	11306.045567748271	58473.7362762121	286459.74633064284	271601.6195030916	244916.32282312334	249518.87272340767	298399.1566014724	228263.13418026996	254568.14865624893	224524.49915423477	240602.29226653252	255343.88330214357	328477.26890827593	289997.4624596394	322548.28531962493	355064.7129683965	342468.79489528685	288749.1954911044	288402.6889685846	259667.88095419097	290503.82581033243	248563.72615812	285889.9640649707	287327.9991928039	292862.13247038296	278315.8148402281	293340.4188370742	307986.6136267772	255198.59549047286	216404.3665004939	216248.02336224966	283412.1540386446	216790.42903578564	236314.72108527206	295205.58744935726	253897.64252940597	256013.84516437788	259434.94359407315	225434.16249157974	235087.72549091143	246612.76499865172	243080.7698696532	270880.1097148146	216013.44059444536	278455.8645590894	281209.7735634201	285682.9207766893	323732.88038324093	359142.2296458051	321817.57091903774	263471.8643053369	239070.53995392396
