Raman_Shift,PC1,PC2
1353.84,0.03563319723108895,-0.041463424589805876
1349.98,0.036845866245951396,-0.04336689252916263
1346.13,0.03834998940284745,-0.04610480582569241
1342.27,0.0393454509720711,-0.04845873697456841
1338.41,0.03985039101679681,-0.050667472227274093
1334.56,0.03963080822225213,-0.051826499777900166
1330.7,0.038632883151288454,-0.05065925009388404
1326.84,0.03729438464713449,-0.047416138849755214
1322.98,0.036445281757904735,-0.04314617551401386
1319.13,0.03603174269911359,-0.0394337137475312
1315.27,0.035589869874662526,-0.03704260588716195
1311.41,0.03473953451753847,-0.03462508707400766
1307.56,0.03354722486843384,-0.03248730323680642
1303.7,0.03245050797396954,-0.030970777994201164
1299.84,0.031942703196621576,-0.030189083197523277
1295.98,0.032251651225480175,-0.03027669364044947
1292.13,0.0333385327250195,-0.030400107069049373
1288.27,0.03476907039991315,-0.02922530250843965
1284.41,0.035776259719930474,-0.026492229417111556
1280.56,0.03590800907424972,-0.02285803856662944
1276.7,0.03524636049770142,-0.020585540904687102
1272.84,0.03412725496963533,-0.01936566509208605
1268.98,0.032832402263599056,-0.015686451192343936
1265.13,0.03178585605042935,-0.011236728789708968
1261.27,0.03109798694709053,-0.008479329097939576
1257.41,0.030929735522353983,-0.007641107863561075
1253.56,0.03127217179946183,-0.007774029065048728
1249.7,0.03202356972637072,-0.0060978365494071315
1245.84,0.03318274578871624,-0.0025708868206292474
1241.98,0.034707554607149686,0.00038427173638643885
1238.13,0.03617975868560004,0.0009149370167023061
1234.27,0.0367933882212749,-0.0007858186924418196
1230.41,0.035745853196509345,-0.0014889480676659563
1226.56,0.03303249810430873,0.001587875823598931
1222.7,0.029585272037628715,0.006401192550039547
1218.84,0.026760444971651524,0.008552878679142905
1214.98,0.025330840389408436,0.006047199269417403
1211.13,0.025016685581920425,0.002099032775795723
1207.27,0.02527621201439222,0.0006874613709508185
1203.41,0.024812513513077162,0.004600194746768224
1199.56,0.022685851792601828,0.014892411687036932
1195.7,0.019577280589345016,0.025499645473967946
1191.84,0.016547098774720576,0.03248816462601296
1187.99,0.013255247954310254,0.04217792659930226
1184.13,0.009212294577475,0.05895682456147062
1180.27,0.003907090638294484,0.08088047243155101
1176.41,-0.0026509514314277003,0.10093559229522357
1172.56,-0.01043763482673877,0.1072684724154639
1168.7,-0.020108061234218353,0.09724899208695524
1164.84,-0.032383063837403456,0.08051513349188542
1160.99,-0.04536776994959434,0.06287993288561515
1157.13,-0.05523394925358519,0.0473576428878128
1153.27,-0.05920281100033717,0.0374634764122007
1149.41,-0.05743904788737748,0.0344127589801131
1145.56,-0.05195355987070208,0.03518230520627983
1141.7,-0.0452388833791928,0.03297576467185786
1137.84,-0.03933923848178383,0.0231007808473413
1133.99,-0.03636010812193894,0.008887328071982623
1130.13,-0.03691052639646559,-0.0020355096311472174
1126.27,-0.039790851514793404,-0.004353987708369933
1122.41,-0.043566903720264345,0.000782337055847625
1118.56,-0.0474676012284754,0.006816935189498609
1114.7,-0.05144112366170431,0.007738764104815397
1110.84,-0.05564403354434167,0.005729033316963585
1106.99,-0.05975753170559918,0.006038774779888277
1103.13,-0.06275650703098756,0.007613506475311178
1099.27,-0.06487984747336206,0.008974456305486765
1095.41,-0.06823004977954814,0.006423826424028272
1091.56,-0.07485943817367122,-0.006155892100607887
1087.7,-0.08433220871615887,-0.02695890464821683
1083.84,-0.09255965630209967,-0.0473290803972415
1079.99,-0.09348787262074514,-0.056804058266555324
1076.13,-0.08563666316437857,-0.052211716082628444
1072.27,-0.07579028208615447,-0.042014448356429056
1068.42,-0.0725897829684103,-0.038476463444776295
1064.56,-0.07801036813233697,-0.04480626031581611
1060.7,-0.08865185157083652,-0.057786488095528596
1056.84,-0.09949906146954748,-0.07339711045294739
1052.99,-0.10819333951938134,-0.08902628259710246
1049.13,-0.11468583050865731,-0.10337615112049281
1045.27,-0.1205631598615554,-0.11608976123174602
1041.42,-0.1252889470512771,-0.12578425860057438
1037.56,-0.12881944596534942,-0.13343691443791697
1033.7,-0.13235458634862285,-0.1419267653277213
1029.85,-0.13660957929796289,-0.15098781665881514
1025.99,-0.13836944900789913,-0.15501661106293885
1022.13,-0.13389423900628702,-0.1503043331990246
1018.27,-0.1228283112481918,-0.13689300104708946
1014.42,-0.10929889247291572,-0.11975125549487298
1010.56,-0.09765221302754083,-0.10431820193863592
1006.7,-0.09015017793549171,-0.09365563086353185
1002.85,-0.08485183572693984,-0.08560571902337444
998.988,-0.07837365516522686,-0.07572238691243284
995.131,-0.06869527430373741,-0.06145687985859376
991.274,-0.05656120338938656,-0.04410838793686953
987.417,-0.04428252660042931,-0.027080199445237547
983.56,-0.03392204035125343,-0.012686869046177555
979.702,-0.026458397537299966,-0.0016625632941019127
975.845,-0.021966769967320526,0.007047611966676438
971.988,-0.019398029183123104,0.013937214582056781
968.131,-0.01738899520803586,0.017916242690164955
964.274,-0.015349378315186077,0.019731958949043685
960.417,-0.013790034848375907,0.021018325635508577
956.56,-0.012972075390625094,0.02156572908218024
952.703,-0.013237514599675964,0.021294940161396082
948.846,-0.01473825284038425,0.020093506769535984
944.989,-0.017427380537258633,0.01766989583575807
941.131,-0.02029170467102529,0.01432733116946703
937.274,-0.02241410682867409,0.01232923408936952
933.417,-0.023605152935881477,0.012282091112271196
929.56,-0.024190917318298432,0.013400856694240893
925.703,-0.02414208178378062,0.015776527983142493
921.846,-0.023528699779347528,0.01907774494222618
917.989,-0.022682207299474674,0.02190757306157878
914.132,-0.0217102173224538,0.02434543584564129
910.275,-0.02069465673227086,0.026409602474773888
906.418,-0.019908333808965145,0.028069221535136555
902.561,-0.019340271103244384,0.029476461689065713
